WKT,nama,deskripsi
"POLYGON ((110.0298096 -7.8914724, 110.1808716 -7.9690014, 110.3346802 -8.0261186, 110.3703858 -8.0655521, 110.6738831 -8.1811105, 110.8345581 -8.202859, 110.753534 -8.031558, 110.7892395 -7.8180105, 110.6491639 -7.8016838, 110.5406739 -7.7962415, 110.4981018 -7.7499786, 110.4472901 -7.5485403, 110.3470398 -7.6288548, 110.2756287 -7.7037107, 110.2577759 -7.6519935, 110.12594 -7.6669649, 110.1177002 -7.7703893, 110.0298096 -7.8914724))",DIY Yogyakarta,
