WKT,nama,deskripsi
"POLYGON ((107.0421135 -6.0955315, 106.7290031 -6.0887052, 106.6974174 -6.0873397, 106.6946709 -6.109188, 106.6932976 -6.1542473, 106.6878044 -6.21159, 106.6795647 -6.2771169, 106.6754448 -6.3317164, 106.7042839 -6.3317164, 106.7688286 -6.3330813, 106.8223869 -6.337176, 106.9102776 -6.3399058, 106.9665825 -6.3426356, 107.0476067 -6.3426356, 107.0476067 -6.2716567, 107.0448601 -6.2307029, 107.0421135 -6.0955315))",DKI Jakarta,
