WKT,nama,deskripsi
"POLYGON ((106.887492 -6.3466373, 106.8749607 -6.3464667, 106.8605412 -6.3461255, 106.8447483 -6.3449312, 106.8262089 -6.3452725, 106.7987431 -6.3456137, 106.7750538 -6.3480022, 106.7561711 -6.3483434, 106.7515362 -6.3527792, 106.7570294 -6.3626744, 106.7558277 -6.3732517, 106.747073 -6.3802463, 106.747073 -6.3962823, 106.747073 -6.4324466, 106.7415798 -6.4252822, 106.7321385 -6.4317643, 106.73643 -6.4469458, 106.7544545 -6.4466047, 106.7661274 -6.447287, 106.7856968 -6.448481, 106.8006314 -6.449675, 106.8255223 -6.4500162, 106.84492 -6.4501867, 106.8581379 -6.4498456, 106.8813122 -6.4464341, 106.8849171 -6.4315937, 106.8832005 -6.4077118, 106.876849 -6.3916762, 106.8716992 -6.3744459, 106.8799389 -6.3607977, 106.887492 -6.3466373))",Kota Administrasi Depok,
